,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
eyes-1-pyramid-7-selectivity-2,5.11e+05,1.03,99.1,0,0.933,0,0,0,0,0,0,0,0,0,1.21,1.02,6.1e+05,2.43,60.7,1.19,0.985,58.8,9.64e-05,0.572,23.1,3.78e-05,2.39,59.7,27.8,6.29e+04,50.4,1.79635591967
eyes-1-pyramid-7-selectivity-2,4.59e+05,1.01,88.7,0,9.37,0,0,0,0,0,0,0,0,0,0.794,0.896,4.06e+05,1.59,39.7,0.886,0.928,366,0.000902,0.668,92.7,0.000228,1.77,44.3,101,6.39e+04,116,1.82512286311
eyes-1-pyramid-7-selectivity-2,6.55e+05,0.963,98.1,0,1.91,0,0,0,0,0,0,0,0,0,1.05,0.944,7.31e+05,2.11,52.7,1.12,0.954,190,0.00026,0.519,79.7,0.000109,2.23,55.8,66.3,8.66e+04,143,2.46314809405
eyes-1-pyramid-7-selectivity-2,5.94e+05,1.01,97.7,0,2.05,0,0,0,0,0,0,0,0,0,0.784,0.987,4.72e+05,1.57,39.2,0.794,0.906,532,0.00113,0.634,150,0.000318,1.59,39.7,155,7.52e+04,181,2.15197073774
eyes-1-pyramid-7-selectivity-2,5.92e+05,1.01,95.4,0,4.47,0,0,0,0,0,0,0,0,0,1.01,0.963,6.2e+05,2.02,50.4,1.05,0.926,374,0.000604,0.625,110,0.000178,2.09,52.3,113,7.69e+04,127,2.22027303402
eyes-1-pyramid-7-selectivity-2,5.93e+05,0.986,95.9,0,3.85,0,0,0,0,0,0,0,0,0,0.854,0.945,5.36e+05,1.71,42.7,0.904,0.939,284,0.000529,0.436,144,0.000269,1.81,45.2,98.7,7.84e+04,200,2.22558882742
eyes-1-pyramid-7-selectivity-2,4.31e+05,1,89.7,0,9.99,0,0,0,0,0,0,0,0,0,0.746,0.901,3.57e+05,1.49,37.3,0.828,0.952,216,0.000604,0.481,96.8,0.000271,1.66,41.4,73,5.98e+04,156,1.72579660081
eyes-1-pyramid-7-selectivity-2,6.17e+05,0.977,98.6,0,1.41,0,0,0,0,0,0,0,0,0,1.03,0.963,6.59e+05,2.06,51.4,1.07,0.939,269,0.000408,0.622,94.4,0.000143,2.14,53.4,71.3,8.01e+04,133,2.26840061441
eyes-1-pyramid-7-selectivity-2,6.84e+05,1.01,97.5,0,2.53,0,0,0,0,0,0,0,0,0,1.09,0.982,7.58e+05,2.18,54.4,1.11,0.957,180,0.000237,0.481,85.2,0.000112,2.22,55.4,66.4,8.7e+04,146,2.48372642106
eyes-1-pyramid-7-selectivity-2,6.64e+05,1.01,100,0,0.0101,0,0,0,0,0,0,0,0,0,1.14,1.01,7.5e+05,2.28,57,1.13,0.954,193,0.000257,0.517,88.6,0.000118,2.26,56.5,53.9,8.22e+04,110,2.33249549599
eyes-1-pyramid-7-selectivity-2,5.53e+05,1.01,100,0,0.0185,0,0,0,0,0,0,0,0,0,1.08,1.01,5.91e+05,2.16,53.9,1.07,0.956,183,0.000309,0.604,66.1,0.000112,2.14,53.4,53.6,6.86e+04,111,1.96595242112
eyes-1-pyramid-7-selectivity-2,5.54e+05,0.972,100,0,0.00237,0,0,0,0,0,0,0,0,0,1.15,0.972,6.57e+05,2.31,57.7,1.19,0.979,82.1,0.000125,0.628,29.4,4.48e-05,2.37,59.4,32,7.12e+04,54.9,2.02477959048
eyes-1-pyramid-7-selectivity-2,5.88e+05,1.01,94.7,0,5.18,0,0,0,0,0,0,0,0,0,1.14,0.958,7.01e+05,2.28,57.1,1.19,0.962,156,0.000223,0.531,70.6,0.000101,2.38,59.6,51.6,7.67e+04,88.4,2.19116718025
eyes-1-pyramid-7-selectivity-2,2.53e+05,1.01,76.1,0,17.1,0,0,0,0,0,0,0,0,0,0.763,0.765,2.52e+05,1.53,38.1,0.997,0.979,82.8,0.000328,0.613,30.1,0.000119,1.99,49.9,28.9,4.13e+04,46,1.207755248
eyes-1-pyramid-7-selectivity-2,6.52e+05,1.01,95.1,0,4.8,0,0,0,0,0,0,0,0,0,0.885,0.964,5.98e+05,1.77,44.3,0.918,0.912,480,0.000802,0.578,154,0.000257,1.84,45.9,146,8.45e+04,187,2.39403377867
eyes-1-pyramid-7-selectivity-2,5.48e+05,1.03,100,0,0.0131,0,0,0,0,0,0,0,0,0,1.12,1.03,5.96e+05,2.24,55.9,1.09,0.946,246,0.000413,0.693,59.6,0.0001,2.17,54.4,63.4,6.66e+04,87.9,1.91075837274
eyes-2-pyramid-25-selectivity-2,1.38e+06,1.01,100,0,0.00419,0,0,0,0,0,0,0,0,0,1.05,1.01,1.44e+06,2.11,52.7,1.05,0.956,507,0.000351,0.63,176,0.000122,2.09,52.3,128,1.71e+05,262,2.03315556864
eyes-2-pyramid-25-selectivity-2,1.36e+06,1.01,100,0,0.00032,0,0,0,0,0,0,0,0,0,1.11,1.01,1.5e+06,2.22,55.6,1.1,0.959,505,0.000337,0.698,126,8.37e-05,2.2,55.1,147,1.69e+05,183,2.00478216335
eyes-2-pyramid-25-selectivity-2,1.29e+06,0.996,94.5,0,4.38,0,0,0,0,0,0,0,0,0,0.81,0.941,1.11e+06,1.62,40.5,0.861,0.915,1.24e+03,0.00111,0.74,253,0.000228,1.72,43.1,273,1.72e+05,326,2.0443390261
eyes-2-pyramid-25-selectivity-2,7.8e+05,1.01,82.4,0,13.5,0,0,0,0,0,0,0,0,0,0.812,0.834,7.59e+05,1.62,40.6,0.973,0.977,273,0.000359,0.608,96.7,0.000127,1.95,48.7,104,1.17e+05,158,1.39805246434
eyes-2-pyramid-25-selectivity-2,1.25e+06,1.01,94.5,0,4.98,0,0,0,0,0,0,0,0,0,0.763,0.954,9.97e+05,1.53,38.2,0.8,0.943,738,0.000741,0.573,280,0.000281,1.6,40,220,1.63e+05,433,1.94738577644
eyes-2-pyramid-25-selectivity-2,1.51e+06,0.991,97.5,0,2.28,0,0,0,0,0,0,0,0,0,1.11,0.966,1.73e+06,2.22,55.5,1.15,0.966,399,0.00023,0.576,163,9.4e-05,2.3,57.4,123,1.95e+05,215,2.32256243313
eyes-2-pyramid-25-selectivity-2,1.37e+06,1.01,100,0,0.00588,0,0,0,0,0,0,0,0,0,1.15,1.01,1.56e+06,2.3,57.5,1.14,0.945,636,0.000407,0.826,103,6.6e-05,2.28,56.9,108,1.7e+05,149,2.02130954593
eyes-2-pyramid-25-selectivity-2,1.51e+06,1.01,99,0,0.895,0,0,0,0,0,0,0,0,0,1.05,1,1.58e+06,2.1,52.5,1.05,0.949,624,0.000395,0.634,215,0.000136,2.1,52.4,170,1.88e+05,305,2.23562206076
eyes-2-pyramid-25-selectivity-2,1.71e+06,1,98.7,0,1.33,0,0,0,0,0,0,0,0,0,1.08,0.987,1.88e+06,2.17,54.2,1.1,0.962,444,0.000237,0.428,230,0.000123,2.2,54.9,162,2.17e+05,353,2.57570578364
eyes-2-pyramid-25-selectivity-2,1.44e+06,1.01,95.6,0,4,0,0,0,0,0,0,0,0,0,0.887,0.968,1.32e+06,1.77,44.4,0.917,0.941,802,0.000607,0.53,308,0.000233,1.83,45.8,249,1.86e+05,382,2.21616294322
eyes-2-pyramid-25-selectivity-2,1.44e+06,1.02,99,0,0.952,0,0,0,0,0,0,0,0,0,1.16,1.01,1.65e+06,2.33,58.2,1.15,0.955,522,0.000317,0.765,119,7.2e-05,2.29,57.3,110,1.77e+05,175,2.10598899268
eyes-2-pyramid-25-selectivity-2,1.54e+06,1.01,95.6,0,4.09,0,0,0,0,0,0,0,0,0,0.881,0.97,1.4e+06,1.76,44.1,0.909,0.942,735,0.000525,0.477,349,0.00025,1.82,45.4,234,1.98e+05,497,2.36719535275
eyes-2-pyramid-25-selectivity-2,1.36e+06,1.01,100,0,0.0104,0,0,0,0,0,0,0,0,0,1.1,1.01,1.49e+06,2.21,55.2,1.09,0.962,438,0.000293,0.577,177,0.000119,2.19,54.7,117,1.69e+05,203,2.01502639757
eyes-2-pyramid-25-selectivity-2,1.48e+06,1.01,97.2,0,2.62,0,0,0,0,0,0,0,0,0,1,0.977,1.52e+06,2.01,50.2,1.03,0.942,801,0.000528,0.595,253,0.000167,2.06,51.4,250,1.89e+05,290,2.24248627039
eyes-2-pyramid-25-selectivity-2,1.67e+06,0.999,98.9,0,1.12,0,0,0,0,0,0,0,0,0,1.06,0.988,1.79e+06,2.12,53,1.07,0.957,513,0.000288,0.517,222,0.000124,2.14,53.6,170,2.11e+05,345,2.51488828209
eyes-2-pyramid-25-selectivity-2,1.37e+06,1.02,100,0,0.00034,0,0,0,0,0,0,0,0,0,1.05,1.02,1.42e+06,2.1,52.5,1.03,0.956,539,0.000381,0.566,215,0.000152,2.06,51.5,151,1.68e+05,259,2.00286766817
eyes-2-pyramid-25-selectivity-2,1.6e+06,1.01,98.4,0,1.51,0,0,0,0,0,0,0,0,0,0.791,0.993,1.28e+06,1.58,39.5,0.796,0.918,1.29e+03,0.00101,0.601,386,0.000302,1.59,39.8,387,2.02e+05,489,2.39776693354
eyes-2-pyramid-25-selectivity-2,1.62e+06,1.01,99,0,1.04,0,0,0,0,0,0,0,0,0,1.17,0.999,1.89e+06,2.34,58.5,1.17,0.974,296,0.000157,0.588,113,5.95e-05,2.34,58.5,118,2.02e+05,200,2.41335069206
eyes-2-pyramid-25-selectivity-2,1.41e+06,1.02,99.6,0,0.4,0,0,0,0,0,0,0,0,0,1.1,1.01,1.53e+06,2.2,54.9,1.08,0.954,576,0.000376,0.69,144,9.43e-05,2.17,54.2,152,1.74e+05,203,2.07725532584
eyes-2-pyramid-25-selectivity-2,1.48e+06,1,98.7,0,1.28,0,0,0,0,0,0,0,0,0,1.07,0.989,1.6e+06,2.15,53.7,1.09,0.953,597,0.000372,0.678,167,0.000104,2.17,54.3,162,1.87e+05,240,2.22143207827
eyes-2-pyramid-25-selectivity-2,1.35e+06,1.01,99.5,0,0.471,0,0,0,0,0,0,0,0,0,1.17,1,1.57e+06,2.34,58.4,1.16,0.979,236,0.00015,0.675,72.2,4.6e-05,2.33,58.1,80.6,1.68e+05,131,1.99949601816
eyes-2-pyramid-25-selectivity-2,1.37e+06,1.01,100,0,0.0106,0,0,0,0,0,0,0,0,0,1.18,1.01,1.59e+06,2.36,58.9,1.16,0.955,496,0.000312,0.86,68.6,4.31e-05,2.33,58.2,74,1.69e+05,122,2.00712906491
eyes-2-pyramid-25-selectivity-2,1.36e+06,0.992,100,0,0.00662,0,0,0,0,0,0,0,0,0,1.16,0.992,1.59e+06,2.33,58.1,1.17,0.984,180,0.000113,0.653,59.5,3.75e-05,2.35,58.6,72.1,1.71e+05,111,2.03139769963
eyes-2-pyramid-25-selectivity-2,1.43e+06,1.01,99.6,0,0.442,0,0,0,0,0,0,0,0,0,0.955,1.01,1.36e+06,1.91,47.7,0.949,0.946,725,0.000533,0.556,269,0.000198,1.9,47.4,242,1.78e+05,347,2.12472122908
eyes-2-pyramid-25-selectivity-2,1.39e+06,1.01,99.8,0,0.227,0,0,0,0,0,0,0,0,0,0.981,1.01,1.35e+06,1.96,49.1,0.975,0.954,572,0.000423,0.531,243,0.00018,1.95,48.8,184,1.72e+05,323,2.04948079859
eyes-2-pyramid-25-selectivity-2,9.01e+05,0.989,87.7,0,9.57,0,0,0,0,0,0,0,0,0,0.771,0.867,8.01e+05,1.54,38.5,0.889,0.961,465,0.000581,0.627,162,0.000202,1.78,44.5,135,1.3e+05,249,1.54967508076
eyes-2-pyramid-25-selectivity-2,1.49e+06,1,96.6,0,2.94,0,0,0,0,0,0,0,0,0,0.89,0.968,1.37e+06,1.78,44.5,0.919,0.926,1.02e+03,0.000742,0.643,304,0.000222,1.84,45.9,289,1.93e+05,412,2.29595719308
eyes-2-pyramid-25-selectivity-2,1.39e+06,1.01,99.4,0,0.619,0,0,0,0,0,0,0,0,0,1.1,1,1.53e+06,2.21,55.2,1.1,0.961,487,0.000317,0.681,135,8.79e-05,2.2,55,146,1.74e+05,201,2.06976089871
eyes-2-pyramid-25-selectivity-2,1.51e+06,1.01,99.4,0,0.648,0,0,0,0,0,0,0,0,0,1.06,1,1.6e+06,2.12,52.9,1.06,0.948,632,0.000396,0.628,218,0.000137,2.11,52.9,170,1.89e+05,306,2.24291858187
eyes-2-pyramid-25-selectivity-2,1.37e+06,1,100,0,0.00124,0,0,0,0,0,0,0,0,0,1.04,1,1.42e+06,2.08,52.1,1.04,0.953,559,0.000394,0.656,179,0.000126,2.07,51.9,145,1.7e+05,264,2.01910285349
eyes-2-pyramid-25-selectivity-1,8.48e+05,1.02,99.4,0,0.635,0,0,0,0,0,0,0,0,0,0.96,1.02,8e+05,1.92,48,0.943,0.942,434,0.000543,0.555,159,0.000199,1.89,47.2,135,1.04e+05,206,2.06061090642
eyes-2-pyramid-25-selectivity-1,8.18e+05,1.02,99.6,0,0.374,0,0,0,0,0,0,0,0,0,1.1,1.02,8.85e+05,2.2,55.1,1.08,0.942,412,0.000466,0.759,85.2,9.62e-05,2.17,54.1,90.9,1e+05,120,1.99532087454
eyes-2-pyramid-25-selectivity-1,1.03e+06,0.965,97.2,0,2.77,0,0,0,0,0,0,0,0,0,1.04,0.938,1.14e+06,2.08,52,1.11,0.924,496,0.000434,0.703,140,0.000122,2.22,55.4,95.6,1.37e+05,218,2.71840421047
eyes-2-pyramid-25-selectivity-1,7.9e+05,0.989,99.5,0,0.491,0,0,0,0,0,0,0,0,0,1.14,0.985,9.18e+05,2.29,57.2,1.16,0.895,640,0.000697,0.939,38.7,4.22e-05,2.32,58.1,43.6,1e+05,75,1.99089279679
eyes-2-pyramid-25-selectivity-1,7.44e+05,0.983,93.9,0,5.08,0,0,0,0,0,0,0,0,0,0.81,0.923,6.53e+05,1.62,40.5,0.878,0.921,648,0.000992,0.716,138,0.000211,1.76,43.9,183,1.01e+05,191,2.00138429189
eyes-2-pyramid-25-selectivity-1,8.49e+05,1.01,100,0,0.00335,0,0,0,0,0,0,0,0,0,1.04,1.01,8.77e+05,2.09,52.2,1.03,0.953,325,0.000371,0.507,143,0.000164,2.06,51.6,105,1.05e+05,171,2.07537407725
eyes-2-pyramid-25-selectivity-1,8.21e+05,1,96.3,0,3.4,0,0,0,0,0,0,0,0,0,0.897,0.968,7.61e+05,1.79,44.8,0.926,0.932,516,0.000679,0.586,176,0.000231,1.85,46.3,154,1.06e+05,222,2.11564919257
eyes-2-pyramid-25-selectivity-1,5.03e+05,1.01,69.9,0,17.7,0,0,0,0,0,0,0,0,0,0.725,0.704,5.18e+05,1.45,36.3,1.03,0.957,280,0.000541,0.746,65.3,0.000126,2.06,51.5,67.1,8.94e+04,121,1.77458561945
eyes-2-pyramid-25-selectivity-1,8.24e+05,1.01,100,0,0.0109,0,0,0,0,0,0,0,0,0,1.19,1.01,9.71e+05,2.38,59.5,1.18,0.983,106,0.000109,0.637,35.9,3.69e-05,2.36,59,45,1.02e+05,73.3,2.02775005886
eyes-2-pyramid-25-selectivity-1,8.05e+05,0.974,100,0,0.00288,0,0,0,0,0,0,0,0,0,1.03,0.974,8.52e+05,2.06,51.5,1.06,0.946,347,0.000407,0.71,94.3,0.000111,2.12,52.9,73.7,1.03e+05,156,2.04601139376
eyes-2-pyramid-25-selectivity-1,8.54e+05,1.01,96.2,0,3.19,0,0,0,0,0,0,0,0,0,0.801,0.973,7.03e+05,1.6,40.1,0.823,0.922,668,0.000949,0.595,207,0.000295,1.65,41.2,207,1.1e+05,266,2.18145514208
eyes-2-pyramid-25-selectivity-1,8.8e+05,0.993,95.9,0,3.69,0,0,0,0,0,0,0,0,0,0.978,0.952,9.04e+05,1.96,48.9,1.03,0.938,486,0.000538,0.594,149,0.000165,2.05,51.4,140,1.16e+05,177,2.29647188451
eyes-2-pyramid-25-selectivity-1,8.09e+05,1.01,99.4,0,0.477,0,0,0,0,0,0,0,0,0,1.09,1,8.82e+05,2.19,54.7,1.09,0.954,321,0.000364,0.689,84.1,9.54e-05,2.18,54.5,91,1.01e+05,123,2.00926536011
eyes-2-pyramid-25-selectivity-1,8.26e+05,0.997,99.2,0,0.815,0,0,0,0,0,0,0,0,0,1.05,0.989,8.76e+05,2.1,52.4,1.06,0.94,434,0.000496,0.72,101,0.000115,2.12,53,110,1.04e+05,141,2.07058756837
eyes-2-pyramid-25-selectivity-1,7.86e+05,1,100,0,0.00015,0,0,0,0,0,0,0,0,0,1.08,1,8.45e+05,2.16,54,1.08,0.958,300,0.000355,0.632,80,9.46e-05,2.15,53.8,94,9.78e+04,112,1.95002090092
eyes-2-pyramid-25-selectivity-1,9.15e+05,0.975,98.7,0,1.25,0,0,0,0,0,0,0,0,0,1.03,0.962,9.78e+05,2.06,51.4,1.07,0.954,305,0.000312,0.507,140,0.000143,2.14,53.4,91.8,1.19e+05,189,2.35380418515
eyes-2-pyramid-25-selectivity-1,8.63e+05,1.01,96.8,0,2.93,0,0,0,0,0,0,0,0,0,0.858,0.98,7.55e+05,1.72,42.9,0.875,0.947,379,0.000502,0.389,210,0.000278,1.75,43.8,131,1.1e+05,275,2.19363517555
eyes-2-pyramid-25-selectivity-1,9.82e+05,0.997,97.9,0,2.13,0,0,0,0,0,0,0,0,0,1.18,0.975,1.18e+06,2.35,58.8,1.2,0.977,144,0.000122,0.511,63.7,5.39e-05,2.41,60.2,66.8,1.26e+05,118,2.49809529481
eyes-2-pyramid-25-selectivity-1,9.39e+05,0.967,99,0,1.02,0,0,0,0,0,0,0,0,0,1.04,0.957,1.02e+06,2.07,51.8,1.08,0.962,248,0.000244,0.536,103,0.000101,2.17,54.1,87.2,1.23e+05,192,2.43218754202
eyes-2-pyramid-25-selectivity-1,8.23e+05,1.01,99.8,0,0.193,0,0,0,0,0,0,0,0,0,0.994,1.01,8.12e+05,1.99,49.7,0.986,0.947,363,0.000448,0.549,150,0.000185,1.97,49.3,104,1.02e+05,197,2.03095058193
eyes-2-pyramid-25-selectivity-1,8.49e+05,0.98,95.9,0,3.9,0,0,0,0,0,0,0,0,0,0.862,0.94,7.78e+05,1.72,43.1,0.917,0.928,572,0.000735,0.612,177,0.000227,1.83,45.8,174,1.13e+05,235,2.23793740607
eyes-2-pyramid-25-selectivity-1,5e+05,1.01,83.4,0,12.9,0,0,0,0,0,0,0,0,0,0.763,0.843,4.52e+05,1.53,38.1,0.905,0.933,439,0.000971,0.774,94.8,0.00021,1.81,45.3,70.2,7.41e+04,139,1.47828468873
eyes-2-pyramid-25-selectivity-1,7.29e+05,0.974,94.9,0,4.81,0,0,0,0,0,0,0,0,0,0.733,0.924,5.78e+05,1.47,36.6,0.793,0.942,426,0.000737,0.515,179,0.000309,1.59,39.7,136,9.86e+04,254,1.96166088211
eyes-2-pyramid-25-selectivity-1,9.7e+05,1.01,100,0,0.00756,0,0,0,0,0,0,0,0,0,1.18,1.01,1.14e+06,2.37,59.1,1.18,0.944,365,0.00032,0.798,69.5,6.09e-05,2.35,58.8,69.1,1.21e+05,108,2.38544664684
eyes-2-pyramid-25-selectivity-1,8e+05,1.03,100,0,0.00529,0,0,0,0,0,0,0,0,0,1.07,1.03,8.26e+05,2.13,53.3,1.03,0.969,203,0.000246,0.401,112,0.000135,2.07,51.6,78.7,9.68e+04,157,1.92561915045
eyes-2-pyramid-25-selectivity-1,7.89e+05,0.974,100,0,0.00672,0,0,0,0,0,0,0,0,0,1.07,0.974,8.66e+05,2.14,53.4,1.1,0.965,226,0.000261,0.518,104,0.00012,2.19,54.9,67.7,1.01e+05,119,2.01236333063
eyes-2-pyramid-25-selectivity-1,9.09e+05,1,97.5,0,2.46,0,0,0,0,0,0,0,0,0,1.15,0.979,1.07e+06,2.3,57.4,1.17,0.959,270,0.000253,0.696,78.8,7.39e-05,2.35,58.7,71.5,1.16e+05,118,2.30887727332
eyes-2-pyramid-25-selectivity-1,8.97e+05,1.01,98.6,0,1.42,0,0,0,0,0,0,0,0,0,1.05,0.991,9.53e+05,2.11,52.6,1.06,0.944,382,0.000401,0.62,133,0.00014,2.12,53.1,103,1.13e+05,189,2.24207537504
eyes-2-pyramid-25-selectivity-1,8.11e+05,1.01,100,0,0.00295,0,0,0,0,0,0,0,0,0,1.18,1.01,9.51e+05,2.37,59.2,1.17,0.947,328,0.000345,0.866,43.4,4.57e-05,2.34,58.6,43.9,1.01e+05,74.8,1.98882366442
eyes-2-pyramid-25-selectivity-1,9.04e+05,0.993,96.4,0,3.39,0,0,0,0,0,0,0,0,0,1.11,0.957,1.05e+06,2.21,55.4,1.16,0.962,252,0.000241,0.558,108,0.000103,2.31,57.8,76.5,1.18e+05,132,2.35590823784
eyes-2-pyramid-25-selectivity-0,2.56e+05,1.01,100,0,0.000744,0,0,0,0,0,0,0,0,0,1.1,1.01,2.8e+05,2.2,54.9,1.09,0.931,95.6,0.000342,0.652,30.9,0.000111,2.18,54.5,24.2,3.18e+04,51.9,1.87456189724
eyes-2-pyramid-25-selectivity-0,2.45e+05,1.01,97.6,0,2.39,0,0,0,0,0,0,0,0,0,1.2,0.986,2.99e+05,2.4,60.1,1.22,0.972,35.6,0.000119,0.613,13.3,4.44e-05,2.44,60.9,13.3,3.11e+04,28.1,1.88985839097
eyes-2-pyramid-25-selectivity-0,2.28e+05,1,100,0,0.0078,0,0,0,0,0,0,0,0,0,1.14,1,2.58e+05,2.27,56.8,1.13,0.944,82.2,0.000319,0.688,20.3,7.87e-05,2.26,56.6,21.6,2.84e+04,31.4,1.68645481366
eyes-2-pyramid-25-selectivity-0,2.88e+05,1.03,100,0,0.000671,0,0,0,0,0,0,0,0,0,1.17,1.03,3.28e+05,2.35,58.7,1.14,0.939,85.6,0.000261,0.459,43.2,0.000132,2.28,57,25,3.49e+04,50.3,2.05570621252
eyes-2-pyramid-25-selectivity-0,1.66e+05,0.992,85.3,0,14,0,0,0,0,0,0,0,0,0,0.709,0.846,1.39e+05,1.42,35.5,0.838,0.935,95.9,0.000691,0.555,37.4,0.00027,1.68,41.9,26.7,2.44e+04,64.4,1.48241954587
eyes-2-pyramid-25-selectivity-0,2.72e+05,1.01,100,0,0.000289,0,0,0,0,0,0,0,0,0,1.08,1.01,2.91e+05,2.15,53.8,1.07,0.935,93.4,0.000322,0.595,34.5,0.000119,2.13,53.3,25.5,3.37e+04,62.9,2.02194199368
eyes-2-pyramid-25-selectivity-0,2.44e+05,1.01,95.7,0,3.99,0,0,0,0,0,0,0,0,0,0.764,0.963,1.94e+05,1.53,38.2,0.793,0.895,202,0.00105,0.626,59.9,0.00031,1.59,39.7,59,3.17e+04,77.5,1.89479411537
eyes-2-pyramid-25-selectivity-0,2.05e+05,1,90.5,0,9.1,0,0,0,0,0,0,0,0,0,0.866,0.905,1.96e+05,1.73,43.3,0.957,0.919,118,0.000601,0.451,59.8,0.000304,1.91,47.9,29.4,2.83e+04,68,1.67508723137
eyes-2-pyramid-25-selectivity-0,1.52e+05,1.05,72.7,0,21,0,0,0,0,0,0,0,0,0,0.726,0.76,1.45e+05,1.45,36.3,0.956,0.945,79.6,0.000549,0.515,35,0.000241,1.91,47.8,24.7,2.5e+04,54,1.49124468291
eyes-2-pyramid-25-selectivity-0,2.74e+05,0.905,100,0,0.0052,0,0,0,0,0,0,0,0,0,1.06,0.905,3.2e+05,2.11,52.8,1.17,0.943,85.4,0.000267,0.662,23.8,7.44e-05,2.33,58.3,26.7,3.79e+04,38.4,2.24440920531
eyes-2-pyramid-25-selectivity-0,2.55e+05,1.01,96.9,0,2.83,0,0,0,0,0,0,0,0,0,1.06,0.976,2.76e+05,2.11,52.9,1.08,0.941,89.2,0.000323,0.49,41.9,0.000152,2.17,54.1,29.2,3.26e+04,59,1.95177073731
eyes-2-pyramid-25-selectivity-0,9.8e+04,1,65.2,0,24.6,0,0,0,0,0,0,0,0,0,0.699,0.653,1.05e+05,1.4,34.9,1.07,0.979,26.7,0.000254,0.602,9.94,9.48e-05,2.14,53.5,10.7,1.88e+04,20.8,1.15204415037
eyes-2-pyramid-25-selectivity-0,2.48e+05,1.01,99.6,0,0.371,0,0,0,0,0,0,0,0,0,0.959,1,2.37e+05,1.92,47.9,0.956,0.93,117,0.000494,0.478,51.7,0.000219,1.91,47.8,42.6,3.09e+04,67.1,1.87936413892
eyes-2-pyramid-25-selectivity-0,2.34e+05,1.01,100,0,0.00279,0,0,0,0,0,0,0,0,0,1.1,1.01,2.55e+05,2.2,55.1,1.09,0.917,132,0.000518,0.779,25.9,0.000101,2.18,54.6,28.3,2.9e+04,40.7,1.74848583067
eyes-2-pyramid-25-selectivity-0,2.35e+05,1,100,0,0.0467,0,0,0,0,0,0,0,0,0,1.05,1,2.46e+05,2.1,52.5,1.05,0.916,147,0.000599,0.698,34.9,0.000142,2.09,52.3,38.9,2.93e+04,46.4,1.76217239951
eyes-2-pyramid-25-selectivity-0,2.38e+05,1.05,99.2,0,0.827,0,0,0,0,0,0,0,0,0,1.18,1.04,2.72e+05,2.37,59.2,1.14,0.948,78,0.000287,0.64,23.9,8.8e-05,2.29,57.2,25,2.87e+04,35,1.71290211092
eyes-2-pyramid-25-selectivity-0,2.38e+05,1,100,0,0.0161,0,0,0,0,0,0,0,0,0,1.22,1,2.88e+05,2.43,60.8,1.21,0.978,28.1,9.74e-05,0.587,10.3,3.57e-05,2.42,60.6,12.5,2.96e+04,22.7,1.761836892
eyes-2-pyramid-25-selectivity-0,2.61e+05,1.01,95.9,0,4.11,0,0,0,0,0,0,0,0,0,1.09,0.967,2.94e+05,2.18,54.5,1.13,0.945,75.6,0.000257,0.455,37.1,0.000126,2.26,56.4,24.5,3.37e+04,58.2,2.02408422307
eyes-2-pyramid-25-selectivity-0,2.54e+05,1.01,95.5,0,4.47,0,0,0,0,0,0,0,0,0,1.12,0.962,2.97e+05,2.25,56.2,1.17,0.943,81.3,0.000274,0.588,32.2,0.000108,2.34,58.4,25.6,3.3e+04,43,1.95965591893
eyes-2-pyramid-25-selectivity-0,3.14e+05,1.02,96.4,0,3.49,0,0,0,0,0,0,0,0,0,0.879,0.979,2.82e+05,1.76,43.9,0.898,0.888,231,0.000818,0.554,77.7,0.000276,1.8,44.9,73.4,4.01e+04,95.3,2.39166064019
eyes-2-pyramid-25-selectivity-0,2.65e+05,1.01,95.6,0,4.37,0,0,0,0,0,0,0,0,0,1.21,0.965,3.31e+05,2.42,60.4,1.25,0.951,64.5,0.000195,0.685,19.4,5.85e-05,2.5,62.6,16.4,3.43e+04,31.8,2.03228272316
eyes-2-pyramid-25-selectivity-0,5.95e+05,1.01,93.1,0,6.84,0,0,0,0,0,0,0,0,0,0.875,0.942,5.53e+05,1.75,43.8,0.929,0.852,419,0.000758,0.497,154,0.000279,1.86,46.5,136,7.89e+04,196,4.61171029252
eyes-2-pyramid-25-selectivity-0,2.36e+05,1.04,100,0,0.00101,0,0,0,0,0,0,0,0,0,1.27,1.04,2.87e+05,2.54,63.6,1.22,0.969,37.9,0.000132,0.684,11.7,4.09e-05,2.44,61,10.7,2.82e+04,21.1,1.668837068
eyes-2-pyramid-25-selectivity-0,2.65e+05,1.01,98.6,0,1.42,0,0,0,0,0,0,0,0,0,1.15,0.994,3.06e+05,2.3,57.4,1.15,0.937,97.5,0.000319,0.601,32.8,0.000107,2.31,57.7,29.8,3.33e+04,43.7,1.98309718275
eyes-2-pyramid-25-selectivity-0,2.64e+05,1.01,96.3,0,3.62,0,0,0,0,0,0,0,0,0,1.02,0.972,2.76e+05,2.03,50.8,1.05,0.908,164,0.000595,0.6,48.4,0.000175,2.09,52.3,44.7,3.4e+04,57.7,2.04307193836
